Episode;Episode title;KAY;Description
820;The Seven People in the Waiting Room;FILLER;FILLER
821;The Hidden Secret of Dongaraji Temple;FILLER;FILLER
822;The Suspects Are a Passionate Couple (Part 1);MANGA CANON;Some Kuroda followup.
823;The Suspects Are a Passionate Couple (Part 2);MANGA CANON;Some Kuroda followup.
824;The Detective Boys Get Out of the Rain;FILLER;FILLER
825;The Tidal Park Comeback Case;FILLER;FILLER
826;The Beauty, The Lies, and The Secrets;FILLER;FILLER
827;Ramen So Good, It's to Die For 2 (Part 1);MAIN PLOT;Sera, Shukichi, and Sera's outside sister development.
828;Ramen So Good, It's to Die For 2 (Part 2);MAIN PLOT;Sera, Shukichi, and Sera's outside sister development.
829;The Mysterious Boy;FILLER;FILLER
830;A Cottage Surrounded by Zombies (Part 1);MANGA CANON;Heiji case.
831;A Cottage Surrounded by Zombies (Part 2);MANGA CANON;Heiji case.
832;A Cottage Surrounded by Zombies (Part 3);MANGA CANON;Heiji case.
833;The Great Detective's Weakness;FILLER;FILLER
834;The Man Who Died Twice (Part 1);FILLER;FILLER
835;The Man Who Died Twice (Part 2);FILLER;FILLER
836;The Unfriendly Girls Band (Part 1) (Remastered)[2];MAIN PLOT;Amuro, Sera, and Shuuichi development.
837;The Unfriendly Girls Band (Part 2) (Remastered)[2];MAIN PLOT;Amuro, Sera, and Shuuichi development.
838;Mysterious Case in a Hot Air Balloon;FILLER;FILLER
839;You Can Hear The Tengu's Voice;FILLER;FILLER
840;The Last Gift;FILLER;FILLER
841;The Rainy Bus Stop;FILLER;FILLER
842;Turning Point on a Driving Date;FILLER;FILLER
843;The Detective Boys in a Grove (Part 1);MANGA CANON;Tiny hints related to Sera's outside sister.
844;The Detective Boys in a Grove (Part 2);MANGA CANON;Tiny hints related to Sera's outside sister.
845;Conan Cornered in the Darkness (Part 1);FILLER;FILLER
846;Conan Cornered in the Darkness (Part 2);FILLER;FILLER
847;Chiba's Difficult UFO Case (Part 1);MANGA CANON;Detective Chiba and Miike development. There is also a lot of random recap for little details from the main plot, in case you need a refresher.
848;Chiba's Difficult UFO Case (Part 2);MANGA CANON;Detective Chiba and Miike development. There is also a lot of random recap for little details from the main plot, in case you need a refresher.
849;The Marriage Registration's Password (Part 1);MAIN PLOT;Yumi development, plus contains some really important background on Haneda Shukichi if you look really closely. Also relevant to Shuuichi.
850;The Marriage Registration's Password (Part 2);MAIN PLOT;Yumi development, plus contains some really important background on Haneda Shukichi if you look really closely. Also relevant to Shuuichi.
851;The Descent Into Hell Tour of Love (Beppu Chapter);FILLER;FILLER
852;The Descent Into Hell Tour of Love (Oita Chapter);FILLER;FILLER
853;Memories from Sakura Class (Ran GIRL);MANGA CANON;Shinichi case.
854;Memories from Sakura Class (Shinichi BOY);MANGA CANON;Shinichi case.
855;The Mystery of the Vanished Black Belt;FILLER;FILLER
856;The Secret of the Celebrity Couple;FILLER;FILLER
857;The Shifting Mystery of Beika City (Part 1);FILLER;FILLER
858;The Shifting Mystery of Beika City (Part 2);FILLER;FILLER
859;The Dark Mountain Route;FILLER;FILLER
860;The Security System's Pitfall;FILLER;FILLER
861;Just Like a 17 Years Old Crime Scene (Part 1);MAIN PLOT;Black Organization setup with some Subaru, Amuro, Sera, and Sera's outside sister development.
862;Just Like a 17 Years Old Crime Scene (Part 2);MAIN PLOT;Black Organization setup with some Subaru, Amuro, Sera, and Sera's outside sister development.
863;The Spirit Detective's Murder (Part 1);MAIN PLOT;Black Organization setup with some Subaru, Amuro, Sera, and Sera's outside sister development.
864;The Spirit Detective's Murder (Part 2);MAIN PLOT;Black Organization setup with some Subaru, Amuro, Sera, and Sera's outside sister development.
865;The Foul-Mouthed Myna Bird;FILLER;FILLER
866;The Betrayal's Stage (Part 1);MAIN PLOT;Black Organization setup with some Subaru, Amuro, Sera, and Sera's outside sister development.
867;The Betrayal's Stage (Part 2);MAIN PLOT;Black Organization setup with some Subaru, Amuro, Sera, and Sera's outside sister development.
868;The Whistling Bookstore;FILLER;FILLER
869;Conan Disappeared on the Cliff (Part 1);FILLER;FILLER
870;Conan Disappeared on the Cliff (Part 2);FILLER;FILLER
871;The Nobunaga 450 Case;FILLER;FILLER
872;Conan and Heiji's Nue Legend (Squealing);MANGA CANON;Heiji case. Introduces Ōoka Momiji. Also a very brief follow-up for Ran from episodes 866-867.
873;Conan and Heiji's Nue Legend (Claw);MANGA CANON;Heiji case. Introduces Ōoka Momiji. Also a very brief follow-up for Ran from episodes 866-867.
874;Conan and Heiji's Nue Legend (Resolution);MANGA CANON;Heiji case. Introduces Ōoka Momiji. Also a very brief follow-up for Ran from episodes 866-867.
875;The Mysterious Prophetic Buddha;FILLER;FILLER
876;The Mechanical Witness;FILLER;FILLER
877;A Pair of Crossing Fates;FILLER;FILLER
878;The Blind Spot in the Dressing Room (Part 1);MAIN PLOT;Sera development.
879;The Blind Spot in the Dressing Room (Part 2);MAIN PLOT;Sera development.
880;The Detective Boys and the Ghost Mansion;FILLER;FILLER
881;The Wizard of the Ripples (Part 1);MAIN PLOT;Shinichi case, with development for Sera, Shūichi, et al.
882;The Wizard of the Ripples (Part 2) (Remastered)[2];MAIN PLOT;Shinichi case, with development for Sera, Shūichi, et al.
883;The Pop-up Book Bomber (Part 1);FILLER;FILLER
884;The Pop-up Book Bomber (Part 2);FILLER;FILLER
885;Solving Mysteries at the Poirot Café (Part 1);MANGA CANON;Heiji and Amuro case. Introduces Iori Muga. And some Momiji development.
886;Solving Mysteries at the Poirot Café (Part 2);MANGA CANON;Heiji and Amuro case. Introduces Iori Muga. And some Momiji development.
887;Kaitou Kid and the Trick Box (Part 1);MANGA CANON;Kaitō Kid.
888;Kaitou Kid and the Trick Box (Part 2);MANGA CANON;Kaitō Kid.
889;The New Teacher's Skeleton Case (Part 1);MAIN PLOT;Introduces Wakasa Rumi.
890;The New Teacher's Skeleton Case (Part 2);MAIN PLOT;Introduces Wakasa Rumi.
891;Bakumatsu Revolution Mystery Tour (Yamaguchi Part);FILLER;FILLER
892;Bakumatsu Revolution Mystery Tour (Hagi Part);FILLER;FILLER
893;The Mystery of the Michelin Starred Restaurant;FILLER;FILLER
894;The Tokyo-Style Detective Show Next Door (Part 1);MAIN PLOT;Introduces Wakita Kanenori.
895;The Tokyo-Style Detective Show Next Door (Part 2);MAIN PLOT;Introduces Wakita Kanenori.
896;The Woman with White Hands (Part 1);MAIN PLOT;Rumi-sensei development.
897;The Woman with White Hands (Part 2);MAIN PLOT;Rumi-sensei development.
898;The Melting Cake!;FILLER;FILLER
899;The Real Culprit's Scream;FILLER;FILLER
900;Solving Mysteries in a Locked Room;FILLER;FILLER
901;Lawyer Kisaki's SOS (Part 1);FILLER;FILLER
902;Lawyer Kisaki's SOS (Part 2);FILLER;FILLER
903;Birds of a Feather at Loggerheads;FILLER;FILLER
904;Result of the Draw;FILLER;FILLER
905;Eyewitness Testimony Seven Years Later (Part 1);FILLER;FILLER
906;Eyewitness Testimony Seven Years Later (Part 2);FILLER;FILLER
907;The J League Bodyguard;FILLER;FILLER
908;Friendship Washed Away in the Riverbed;FILLER;FILLER
909;Mystery of the Burning Tent (Part 1);MAIN PLOT;Kuroda and Rumi-sensei development.
910;Mystery of the Burning Tent (Part 2);MAIN PLOT;Kuroda and Rumi-sensei development.
911;The Job Request from Inspector Megure;FILLER;FILLER
912;The Detective Boys Become Models;FILLER;FILLER
913;Conan Kidnapped (Part 1);FILLER;FILLER
914;Conan Kidnapped (Part 2);FILLER;FILLER
915;High School Girl Detective Sonoko Suzuki;FILLER;FILLER
916;The Kendo Tournament of Love and Mystery (Part 1);MANGA CANON;Heiji case.
917;The Kendo Tournament of Love and Mystery (Part 2)(Remastered)[2];MANGA CANON;Heiji case.
918;The Mini Patrol Car Police's Big Chase;FILLER;FILLER
919;The High School Girl Trio's Secret Café (Part 1);MANGA CANON;Setup. Slight Amuro development.
920;The High School Girl Trio's Secret Café (Part 2);MANGA CANON;Setup. Slight Amuro development.
921;The Murderous Carpool;FILLER;FILLER
922;The Disappeared Detective Boys;FILLER;FILLER
923;A Day Without Conan;FILLER;FILLER
924;The Sun Sets in Tangerine Fields;FILLER;FILLER
925;The Heartfelt Strap (Part 1);MAIN PLOT;"""Scarlet School Trip""—Shinichi case. Main character development. Also some Sera Masumi and Mary development. (1 Hour Special)"
926;The Heartfelt Strap (Part 2);MAIN PLOT;"""Scarlet School Trip""—Shinichi case. Main character development. Also some Sera Masumi and Mary development. (1 Hour Special)"
927;The Scarlet School Trip (Bright Red Arc) (1 Hour Special);MAIN PLOT;"""Scarlet School Trip""—Shinichi case. Main character development. Also some Sera Masumi and Mary development."
928;The Scarlet School Trip (Red Love Arc) (1 Hour Special);MAIN PLOT;"""Scarlet School Trip""—Shinichi case. Main character development. Also some Sera Masumi and Mary development."
929;A Woman Standing by the Window (Part 1);FILLER;FILLER
930;A Woman Standing by the Window (Part 2);FILLER;FILLER
931;The Northern Kyushu Mystery Tour (Kokura Arc);FILLER;FILLER
932;The Northern Kyushu Mystery Tour (Moji Arc);FILLER;FILLER
933;Thoroughbred Kidnapping Case‎‎ (Part 1);FILLER;FILLER
934;Thoroughbred Kidnapping Case‎‎ (Part 2);FILLER;FILLER
935;The Fortuneteller and the Three Customers‎‎;FILLER;FILLER
936;Intrigue at the Food Court;FILLER;FILLER
937;The Killer Fist of Talos (Part 1);FILLER;FILLER
938;The Killer Fist of Talos (Part 2);FILLER;FILLER
939;The Dangerous Fossil Finding Trip;FILLER;FILLER
940;The Missing Girlfriend;FILLER;FILLER
941;Search for Maria-chan! (Part 1);MAIN PLOT;Followup from the previous case. Some slight Kuroda, Rumi-sensei, and Wakita development. Black Organization development.
942;Search for Maria-chan! (Part 2);MAIN PLOT;Followup from the previous case. Some slight Kuroda, Rumi-sensei, and Wakita development. Black Organization development.
943;The Tokyo Barls Collection;FILLER;FILLER
944;The Cost of Likes (Part 1);FILLER;FILLER
945;The Cost of Likes (Part 2);FILLER;FILLER
946;The Cursed Tears of Borgia (Part 1);FILLER;FILLER
947;The Cursed Tears of Borgia (Part 2);FILLER;FILLER
948;The Man Crushed by a Dinosaur;FILLER;FILLER
949;The Radio Questions and Concerns Show (Challenge Arc);FILLER;FILLER
950;The Radio Questions and Concerns Show (Solution Arc);FILLER;FILLER
951;The Whistling Bookstore 2;FILLER;FILLER
952;The Unsolved Cocktail Case (Part 1);MAIN PLOT;Amuro development.
953;The Unsolved Cocktail Case (Part 2);MAIN PLOT;Amuro development.
954;The Unsolved Cocktail Case (Part 3);MAIN PLOT;Amuro development.
955;The Secret of the Insect Man;FILLER;FILLER
956;The Mystery-Solving Water Taxi (Part 1);FILLER;FILLER
957;The Mystery-Solving Water Taxi (Part 2);FILLER;FILLER
958;The Poodle and the Shotgun (Part 1);FILLER;FILLER
959;The Poodle and the Shotgun (Part 2);FILLER;FILLER
960;Miss Lonely and the Detective Boys;FILLER;FILLER
961;The Glamping Mystery;FILLER;FILLER
962;Kogoro Mouri's Grand Lecture (Part 1);FILLER;FILLER
963;Kogoro Mouri's Grand Lecture (Part 2);FILLER;FILLER
964;Kogoro Mouri's Grand Lecture (Part 3);FILLER;FILLER
965;Kaiju Gomera vs. Kamen Yaiba (Prologue);FILLER;FILLER
966;Kaiju Gomera vs. Kamen Yaiba (Interlude);FILLER;FILLER
967;Kaiju Gomera vs. Kamen Yaiba (Climax);FILLER;FILLER
968;Kaiju Gomera vs. Kamen Yaiba (Finale);FILLER;FILLER
969;The Young Kaga Lady's Mystery Tour (Part 1);FILLER;FILLER
970;The Young Kaga Lady's Mystery Tour (Part 2);FILLER;FILLER
971;The Target is the Metropolitan Police Traffic Department (1);MAIN PLOT;Detective Chiba and Miike development. Kuroda development. Amuro development. Plus development for Yumi and Shūkichi in the background.
972;The Target is the Metropolitan Police Traffic Department (2);MAIN PLOT;Detective Chiba and Miike development. Kuroda development. Amuro development. Plus development for Yumi and Shūkichi in the background.
973;The Target is the Metropolitan Police Traffic Department (3);MAIN PLOT;Detective Chiba and Miike development. Kuroda development. Amuro development. Plus development for Yumi and Shūkichi in the background.
974;The Target is the Metropolitan Police Traffic Department (4);MAIN PLOT;Detective Chiba and Miike development. Kuroda development. Amuro development. Plus development for Yumi and Shūkichi in the background.
975;The Secret of the Search for his Wife;FILLER;FILLER
976;Follow Them! Detective Taxi;FILLER;FILLER
977;The Broken Fishbowl;FILLER;FILLER
978;The Case On the Opposite Shore;FILLER;FILLER
979;Leading a Detective Around By the Nose;FILLER;FILLER
980;An Encouragement of the Perfect Crime;FILLER;FILLER
981;Welcome to Bocchan Restaurant (Part 1);FILLER;FILLER
982;Welcome to Bocchan Restaurant (Part 2);FILLER;FILLER
983;Kid vs. Komei: The Targeted Lips (Part 1);MAIN PLOT;Heiji case, Kaitō Kid, Morofushi development, Amuro development, and Hiromitsu development.
984;Kid vs. Komei: The Targeted Lips (Part 2);MAIN PLOT;Heiji case, Kaitō Kid, Morofushi development, Amuro development, and Hiromitsu development.
985;The Two Faces (Part 1);FILLER;FILLER
986;The Two Faces (Part 2);FILLER;FILLER
987;The Company Dissolution Party;FILLER;FILLER
988;The Feuding Girls;FILLER;FILLER
989;The Case of Ayumi's Illustrated Diary;FILLER;FILLER
990;The Automatic Tragedy (Part 1);FILLER;FILLER
991;The Automatic Tragedy (Part 2);FILLER;FILLER
992;Murder at the Townhouse Café;FILLER;FILLER
993;Makoto Kyogoku the Understudy (Part 1);MAIN PLOT;Sera Masumi development. Also, Makoto is around.
994;Makoto Kyogoku the Understudy (Part 2);MAIN PLOT;Sera Masumi development. Also, Makoto is around.
995;Makoto Kyogoku the Understudy (Part 3);MAIN PLOT;Sera Masumi development. Also, Makoto is around.
996;The Skilled Hawk Hides His Crime;FILLER;FILLER
997;Intrigue at Smile Village;FILLER;FILLER
998;The Frying Pan of Hatred;FILLER;FILLER
999;Troublesome Kindness;FILLER;FILLER
1000;The Moonlight Sonata Murder (Part 1);FILLER;FILLER
1001;The Moonlight Sonata Murder (Part 2);FILLER;FILLER
1002;The Beika City Shopping Center Garbage Bin Mystery;FILLER;FILLER
1003;The 36-Cell Perfect Game (Part 1);MANGA CANON;Hiromitsu and Wakita development.
1004;The 36-Cell Perfect Game (Part 2);MANGA CANON;Hiromitsu and Wakita development.
1005;The 36-Cell Perfect Game (Part 3);MANGA CANON;Hiromitsu and Wakita development.
1006;Who Poisoned the Victim;FILLER;FILLER
1007;Out for Revenge (Part 1);FILLER;FILLER
1008;Out for Revenge (Part 2);FILLER;FILLER
1009;The Lost Article That Smells Like a Case;FILLER;FILLER
1010;The Idol Whose Smile Disappeared;FILLER;FILLER
1011;Picking Wild Plants and Clovers (Part 1);MAIN PLOT;Rumi-sensei development.
1012;Picking Wild Plants and Clovers (Part 2);MAIN PLOT;Rumi-sensei development.
1013;The Man Who Loved Too Much;FILLER;FILLER
1014;The Novelist Known as the Demon King;FILLER;FILLER
1015;Stakeout;FILLER;FILLER
1016;The Monorail Sniper Case (Part 1);FILLER;FILLER
1017;The Monorail Sniper Case (Part 2);FILLER;FILLER
1018;The Antique Tray Can't Be Hidden (Part 1);MAIN PLOT;Subaru, Sera Masumi and Mary development.
1019;The Antique Tray Can't Be Hidden (Part 2);MAIN PLOT;Subaru, Sera Masumi and Mary development.
1020;The Antique Tray Can't Be Hidden (Part 3);MAIN PLOT;Subaru, Sera Masumi and Mary development.
1021;Rondo in Bad Company;FILLER;FILLER
1022;The Cursed Museum;FILLER;FILLER
1023;The Whistling Bookstore 3;FILLER;FILLER
1024;Momiji Ooka's Challenge (Part 1);MAIN PLOT;Heiji case. Haneda Kōji development.
1025;Momiji Ooka's Challenge (Part 2);MAIN PLOT;Heiji case. Haneda Kōji development.
1026;The Wordless Witness;FILLER;FILLER
1027;Beyond the Curtain;FILLER;FILLER
1028;Ballad of the Woman Who Loved Cake;FILLER;FILLER
1029;Police Academy Arc Wild Police Story CASE. Jinpei Matsuda;FILLER;FILLER
1030;The Blank Year (Part 1);FILLER;FILLER
1031;The Blank Year (Part 2);FILLER;FILLER
1032;Ran Mouri, The Model;FILLER;FILLER
1033;Taiko Meijin's Shogi Board (Opening Move);MANGA CANON;Shūkichi, Yumi, Shūichi, and Mary development.
1034;Taiko Meijin's Shogi Board (Brilliant Move);MANGA CANON;Shūkichi, Yumi, Shūichi, and Mary development.
1035;Taiko Meijin's Shogi Board (Checkmate);MANGA CANON;Shūkichi, Yumi, Shūichi, and Mary development.
1036;Whiteout (Part 1);FILLER;FILLER
1037;Whiteout (Part 2);FILLER;FILLER
1038;Police Academy Arc Wild Police Story CASE. Wataru Date;FILLER;FILLER
1039;The Flying Jack-o'-lantern;FILLER;FILLER
1040;The Case of Ayumi's Illustrated Diary 2;FILLER;FILLER
1041;The Unstated Alibi;FILLER;FILLER
1042;Police Academy Arc Wild Police Story CASE. Kenji Hagiwara;FILLER;FILLER
1043;The Figure of Revenge;FILLER;FILLER
1044;The Deadly Pork Soup Signal;FILLER;FILLER
1045;The Birthday Party of Divine Punishment (Part 1);MAIN PLOT;Sera Masumi and Mary development and some Black Organization.
1046;The Birthday Party of Divine Punishment (Part 2);MAIN PLOT;Sera Masumi and Mary development and some Black Organization.
1047;The Red Sheep's Eerie Game (Part 1);FILLER;FILLER
1048;The Red Sheep's Eerie Game (Part 2);FILLER;FILLER
1049;The Threat to Megure's Police Career;FILLER;FILLER
1050;Intrigue at Morikawa Mansion (Part 1);FILLER;FILLER
1051;Intrigue at Morikawa Mansion (Part 2);FILLER;FILLER
1052;The Detective Boys' Test of Courage;FILLER;FILLER
1053;The Spark That Fell on the Ranch (Part 1);MAIN PLOT;Rumi development.
1054;The Spark That Fell on the Ranch (Part 2);MAIN PLOT;Rumi development.
1055;The Ghost's Revenge;FILLER;FILLER
1056;I Want My Husband Back;FILLER;FILLER
1057;Bad Guys;FILLER;FILLER
1058;The Man Who Camped Out at the Police Station;FILLER;FILLER
1059;Yoko Okino and the Locked Attic (Part 1);MAIN PLOT;Wakita development.
1060;Yoko Okino and the Locked Attic (Part 2);MAIN PLOT;Wakita development.
1061;Police Academy Arc Wild Police Story CASE. Hiromitsu Morofushi;FILLER;FILLER
1062;The Spiral of Rain and Malice;FILLER;FILLER
1063;The Targeted Chicken Sexer;FILLER;FILLER
1064;The Dreamy-Eyed Woman's Last Shot at Love;FILLER;FILLER
1065;Detectives Don't Sleep;FILLER;FILLER
1066;'Til Death Do Us Part;FILLER;FILLER
1067;The Shopping Center in Love;FILLER;FILLER
1068;Mitsuhiko Tsuburaya's Detective Notes;FILLER;FILLER
1069;The Sweet Voice Heard Through the Phone;FILLER;FILLER
1070;The Surprise That Leads to Tragedy;FILLER;FILLER
1071;Yusaku Kudo's Detective Show (Part 1);MANGA CANON;Kaitō Kid.
1072;Yusaku Kudo's Detective Show (Part 2);MANGA CANON;Kaitō Kid.
1073;The Detective Boys' Pursuit of the Purse-snatcher;FILLER;FILLER
1074;The Boiled Fugu Mystery Tour Showdown (Mojiko & Kokura Part);FILLER;FILLER
1075;The Boiled Fugu Mystery Tour Showdown (Shimonoseki Part);FILLER;FILLER
1076;The Charismatic CEO's Secret Plan;FILLER;FILLER
1077;The Black Organization's Scheme (Hunt);MAIN PLOT;"""The Black Organization's Scheme"""
1078;The Black Organization's Scheme (Landing);MAIN PLOT;"""The Black Organization's Scheme"""
1079;The Black Organization's Scheme (Identity);MAIN PLOT;"""The Black Organization's Scheme"""
1080;The Cameras Targeting Haibara;FILLER;FILLER
1081;My Beloved Dog Pan-kun Is a Good Boy;FILLER;FILLER
1082;The Alley of Sad Betrayal;FILLER;FILLER
1083;Behind the Scenes of the J League Finals;FILLER;FILLER
1084;The Freezing Cold Men;FILLER;FILLER
1085;The Inauspicious Matchmaking (Part 1);MANGA CANON;Heiji case.
1086;The Inauspicious Matchmaking (Part 2);MANGA CANON;Heiji case.
1087;The Case of Ayumi's Illustrated Diary 3;FILLER;FILLER
1088;The Unfortunate and Suspicious Victim‎‎;FILLER;FILLER
1089;The Genius Restaurant;FILLER;FILLER
1090;The Culprit Who Disappeared Into the Sleeping Town;FILLER;FILLER
1091;Girls Day Mystery;FILLER;FILLER
1092;Stakeout 2;FILLER;FILLER
1093;Akemi Miyano's Time Capsule (Part 1);MAIN PLOT;Haibara and Rumi development.
1094;Akemi Miyano's Time Capsule (Part 2);MAIN PLOT;Haibara and Rumi development.
1095;The Missing Man's Dream;FILLER;FILLER
1096;Mitsuhiko Tsuburaya's Detective Notes 2;FILLER;FILLER
1097;Did I Do It?;FILLER;FILLER
1098;Chihaya Hagiwara, Goddess of the Wind (Part 1);MANGA CANON;Introduces Hagiwara Chihaya.
1099;Chihaya Hagiwara, Goddess of the Wind (Part 2);MANGA CANON;Introduces Hagiwara Chihaya.
1100;The Troublesome 20 Million Yen;FILLER;FILLER
1101;Pride of the Immortal Man;FILLER;FILLER
1102;The Akabeko and the Three Lucky Men;FILLER;FILLER
1103;The Teen Novel That Smells Like Guilt;FILLER;FILLER
1104;The True Culprit is On the Run;FILLER;FILLER
1105;Kid vs. Amuro: Queen's Bang (Part 1);MANGA CANON;Kaitō Kid.
1106;Kid vs. Amuro: Queen's Bang (Part 2);MANGA CANON;Kaitō Kid.
1107;I Was Set Up;FILLER;FILLER
1108;The Secret Hidden By the Cards;FILLER;FILLER
1109;Takagi and Date and the Notebook Promise (Part 1);MANGA CANON;Takagi development.
1110;Takagi and Date and the Notebook Promise (Part 2);MANGA CANON;Takagi development.
1111;Rube Goldberg Machine (Part 1);FILLER;FILLER
1112;Rube Goldberg Machine (Part 2);FILLER;FILLER
1113;Last Dinner For You;FILLER;FILLER
1114;The Holed-Up Sensation;FILLER;FILLER
1115;Chihaya and Jugo's Matchmaking Party (Part 1);MANGA CANON;Hagiwara Chihaya development.
1116;Chihaya and Jugo's Matchmaking Party (Part 2);MANGA CANON;Hagiwara Chihaya development.
1117;Karate Teacher Ran Mouri;FILLER;FILLER
1118;Girls Day Mystery 2;FILLER;FILLER
1119;The Four-Person Class Reunion;FILLER;FILLER
1120;Mystery of the Lost Treasure;FILLER;FILLER
1121;The Dangerous Melon Field;FILLER;FILLER
1122;Stakeout 3;FILLER;FILLER
1123;The Body on the Gunma-Nagano Border (Part 1);FILLER;FILLER
1124;The Body on the Gunma-Nagano Border (Part 2);FILLER;FILLER
1125;The Case of Ayumi's Illustrated Diary 4;FILLER;FILLER
1126;The Detective Who Lost His Mind;FILLER;FILLER
1127;The Interrogation Room 2;FILLER;FILLER
1128;Conan and Megure's Two Hostages (Part 1);FILLER;FILLER
1129;Conan and Megure's Two Hostages (Part 2);FILLER;FILLER
;;;
;;;
;;;
;;;
;;;
;;;
Episode;Episode title;KAY;Description
;;;
